Compound_CID,SMILES,Carcinogenicity
11982471,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.[Cu].[Cu].[Cu].[Cu].[Cu].[Cu],No indication of carcinogenicity to humans (not listed by IARC).
11984562,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C.Br,No indication of carcinogenicity to humans (not listed by IARC).
11984611,[CH-]1[CH-][CH-][CH-][CH-][CH-]1.C1=CC=CC=C1.[Cr],No indication of carcinogenicity (not listed by IARC). (L135)
11986141,[C-]#[O+].[C-]#[O+].[C-]#[O+].C1=CC=CC=C1.[Cr+6],"1, carcinogenic to humans. (L135)"
11986239,[C-]#[O+].[C-]#[O+].[CH-]1C=CC=C1.[Co],"2B, possibly carcinogenic to humans. (L135)"
12001831,CCC(=C1C(=O)CC(CC1=O)C(=O)[O-])[O-].[Ca+2],No indication of carcinogenicity to humans (not listed by IARC).
12049114,[Ge]=[Se],"3, not classifiable as to its carcinogenicity to humans. (L135)"
12056759,CCCOC1=NN(C(=O)N1C)C(=O)[N-]S(=O)(=O)C2=CC=CC=C2C(=O)OC.[Na+],No indication of carcinogenicity to humans (not listed by IARC).
12120249,Br[Te]Br,No indication of carcinogenicity to humans (not listed by IARC).
12199014,CNC.Br,No indication of carcinogenicity to humans (not listed by IARC).
12235227,CCCCCCCC[C@H]1[C@H](O1)CCCCCCCC(=O)O,Group 3: Not classifiable as to its carcinogenicity to humans
12299883,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4.O.O.O.Br,Not Available
12303035,C1[C@@H]2[C@H]([C@@H]([C@@H]1Cl)Cl)[C@]3(C(=C([C@@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl,Chlordane is possibly carcinogenic to humans (Group 2B). (L135)
12303036,C1[C@@H]2[C@H]([C@@H]([C@H]1Cl)Cl)[C@]3(C(=C([C@@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl,Chlordane is possibly carcinogenic to humans (Group 2B). (L135)
12303038,C1[C@H]2[C@@H]([C@H]([C@H]1Cl)Cl)[C@@]3(C(=C([C@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl,Chlordane is possibly carcinogenic to humans (Group 2B). (L135)
12304687,CC/C=C\CC1=C([C@H](CC1=O)OC(=O)[C@@H]2[C@H](C2(C)C)C=C(C)C)C,No indication of carcinogenicity to humans (not listed by IARC).
12304690,CC/C=C\CC1=C([C@H](CC1=O)OC(=O)[C@@H]2[C@H](C2(C)C)/C=C(\C)/C(=O)OC)C,No indication of carcinogenicity to humans (not listed by IARC).
12305198,C[C@]12CC[C@@H](C[C@H]1CC[C@@H]3[C@@H]2[C@@H](C(=O)[C@]4([C@@]3(CC[C@@H]4C5=COC(=O)C=C5)O)C)O)O,No indication of carcinogenicity to humans (not listed by IARC).
12309460,C1[C@@H]2[C@H](COS(=O)O1)[C@@]3(C(=C([C@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl,No indication of carcinogenicity to humans (not listed by IARC).
12309465,C1[C@@H]2[C@H](COS(=O)O1)[C@]3(C(=C([C@@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl,No indication of carcinogenicity to humans (not listed by IARC).
12309466,C1[C@@H]2[C@H](COS(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,No indication of carcinogenicity to humans (not listed by IARC).
12309986,CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3([C@@H]([C@H]([C@H]([C@]34CO4)O2)O)OC(=O)C)C)CO,"3, not classifiable as to its carcinogenicity to humans. (L135)"
12310946,C1[C@@H]2C=C[C@H]1[C@@H]3[C@H]2[C@@]4(C(=C([C@]3(C4(Cl)Cl)Cl)Cl)Cl)Cl,No indication of carcinogenicity (not listed by IARC). (L135)
12310947,C1[C@@H]2C=C[C@H]1[C@H]3[C@@H]2[C@]4(C(=C([C@@]3(C4(Cl)Cl)Cl)Cl)Cl)Cl,"3, not classifiable as to its carcinogenicity to humans. (L135)"
12315016,CC1=C[C@@H]2[C@](CC1)([C@]3([C@@H](C[C@H]([C@@]34CO4)O2)O)C)C,No indication of carcinogenicity to humans (not listed by IARC).
12358480,C1[C@@H]2[C@@H]3[C@H]([C@H]1[C@H]4[C@@H]2O4)[C@@]5(C(=C([C@]3(C5(Cl)Cl)Cl)Cl)Cl)Cl,Group 3: Not classifiable as to its carcinogenicity to humans
12358697,C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,No indication of carcinogenicity to humans (not listed by IARC).
12358706,C[C@H](/C=C/[C@@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,No indication of carcinogenicity to humans (not listed by IARC).
12358988,COC(CNC(=O)C1=CC=CC=C1OCC(=O)O)C[Hg+].[OH-],No indication of carcinogenicity (not listed by IARC). (L135)
12425850,[CH-]1C=CC=C1.[CH-]1C=CC=C1.[Co+2],"2B, possibly carcinogenic to humans. (L135)"
12444502,C/C=C\C(=O)O[C@@H]1C[C@@H]2[C@]3([C@]1([C@]4(CC(=O)C(=C[C@H]4O2)C)C)C)CO3,No indication of carcinogenicity to humans (not listed by IARC).
12444504,CC1=C[C@@H]2[C@](CC1=O)([C@]3([C@@H](C[C@H]([C@@]34CO4)O2)O)C)C,No indication of carcinogenicity to humans (not listed by IARC).
12444784,CC1=C[C@@H]2[C@@]3(CC1)COC(=O)/C=C(/CCOC(=O)/C=C/C=C\C(=O)O[C@H]4[C@]3([C@]5(CO5)[C@@H](C4)O2)C)\C,No indication of carcinogenicity to humans (not listed by IARC).
12598180,[B-](F)(F)(F)F.[B-](F)(F)(F)F.[Pb+2],"2A, probably carcinogenic to humans. (L135)"
12613538,C1C[C@H](N(C1)N=O)C2=CN=CC=C2,Group 1: Carcinogenic to humans
12617362,CC1(C(C1C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,Spraying and application of nonarsenical insecticides entail exposures that are probably carcinogenic to humans (Group 2A). (L135)
12708735,CC(=C[C@H]1[C@H](C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C,No indication of carcinogenicity to humans (not listed by IARC).
12798249,CC1=CC(=C2CCCCC2=N1)OC(=O)N(C)C,No indication of carcinogenicity to humans (not listed by IARC).
12800099,C1[C@@H]([C@H](O[C@@H]1N2C=NC3=C(N=CN=C32)N)CO)O,No indication of carcinogenicity to humans (not listed by IARC).
12886773,[B-](F)(F)(F)F.[B-](F)(F)(F)F.[Cd+2],"1, carcinogenic to humans. (L135)"
12923188,CC1=C(C=CC(=C1)Cl)OCC(=O)NC2=CC=C(C=C2)S(=O)(=O)NC(=O)OC,No indication of carcinogenicity to humans (not listed by IARC).
13068345,[CH3-].CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC\4(C(C5C6(C(C(C(=N6)/C(=C\7/C(C(C(=N7)C=C8C(C(C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[Co+3],"2B, possibly carcinogenic to humans. (L135)"
13218777,C[C@H]1[C@@H](SC(=O)N1C(=O)NC2CCCCC2)C3=CC=C(C=C3)Cl,No indication of carcinogenicity to humans (not listed by IARC).
13218779,C[C@@]12CC[C@@H](C1(C)C)C[C@H]2OC(=O)CSC#N,No indication of carcinogenicity to humans (not listed by IARC).
13307438,[CH3-].CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(/C(=C(/C7=NC(=CC8=N/C(=C(\C4=N5)/C)/C(C8(C)C)CCC(=O)N)C(C7(C)CC(=O)N)CCC(=O)N)\C)/[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[Co+3],"2B, possibly carcinogenic to humans. (L135)"
13309592,CC(C)(C)C1=CC(=NO1)NC(=O)OC,No indication of carcinogenicity to humans (not listed by IARC).
13389335,COC(=O)[N-]S(=O)(=O)C1=CC=C(C=C1)N.[Na+],No indication of carcinogenicity to humans (not listed by IARC).
13669119,CC(=O)[CH-]C(=O)C.CC(=O)[CH-]C(=O)C.[Cu+2],No indication of carcinogenicity to humans (not listed by IARC).
13682635,CCC(=O)[O-].CCC(=O)[O-].[Ni+2],No indication of carcinogenicity to humans (not listed by IARC).
13816962,CC1=C[C@@H]2[C@](CC1)([C@]3([C@@H]([C@H]([C@H](C34CO4)O2)OC(=O)C)OC(=O)C)C)COC(=O)C,No indication of carcinogenicity to humans (not listed by IARC).
13816965,CC1=C[C@@H]2[C@](CC1)([C@]3([C@@H]([C@H]([C@H]([C@]34CO4)O2)OC(=O)C)OC(=O)C)C)COC(=O)C,No indication of carcinogenicity to humans (not listed by IARC).
13818797,CC1=C[C@@H]2[C@](C[C@@H]1O)([C@]3([C@@H]([C@H]([C@H]([C@@]34CO4)O2)O)OC(=O)C)C)COC(=O)C,No indication of carcinogenicity to humans (not listed by IARC).
13879826,[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[Mn].[Mn],No indication of carcinogenicity to humans (not listed by IARC).
13887805,CC(=C[C@@H]1N2C3=C(C=CC(=C3)OC)C4=C2[C@H](CC(OO1)(C)C)N5C(=O)[C@@H]6CCCN6C(=O)[C@@]5([C@H]4O)O)C,No indication of carcinogenicity to humans (not listed by IARC).
13892272,C[C@H]1C/C=C/[C@H]2[C@@H](C(=C)[C@H]([C@@H]3[C@@]2([C@@H](/C=C/[C@](C1)(C)O)OC(=O)C)C(=O)N[C@H]3CC4=CC=CC=C4)C)O,No indication of carcinogenicity to humans (not listed by IARC).
13932155,C[C@@H]1CCC[C@@H](CCC/C=C/C2=C(C(=CC(=C2)O)O)C(=O)O1)O,No indication of carcinogenicity to humans (not listed by IARC).
13962857,C[C@@H]1C[C@]2(C=C(C3(CC3)[C@@]([C@H]2C1=O)(C)O)C)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,Group 3: Not classifiable as to its carcinogenicity to humans
14060930,C[C@]1(C[C@@]23C[C@H]([C@]4([C@@H](C[C@@H](C4(C)C)O)C(=C)[C@@H]2CC[C@@H]1[C@H]3O)O)O)O,No indication of carcinogenicity to humans (not listed by IARC).
14148199,CCCC(C)C1(C(=O)NC(=O)[N-]C1=O)CC=C.[Na+],No indication of carcinogenicity to humans (not listed by IARC).
14205366,O[As](=O)([O-])[O-].[Mn+2],"1, carcinogenic to humans. (L135)"
14217092,C/C=C\1/C(=O)N[C@H]([C@@H](C(=O)N[C@H](C(=O)N[C@H]([C@@H](C(=O)N[C@H](CCC(=O)N1C)C(=O)O)C)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C)CCCN=C(N)N)C)C(=O)O,Group 3: Not classifiable as to its carcinogenicity to humans
14218252,CC1=C[C@@H]2[C@](CC1)([C@]3([C@@H](C[C@H]([C@@]34CO4)O2)OC(=O)C)C)COC(=O)C,No indication of carcinogenicity to humans (not listed by IARC).
14274759,C(=O)([O-])[O-].C(=O)([O-])[O-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Co+2].[Co+2].[Co+2].[Co+2].[Co+2],"2B, possibly carcinogenic to humans. (L135)"
14598111,[O-]Br(=O)=O.[O-]Br(=O)=O.[Cd+2],"1, carcinogenic to humans. (L135)"
14733160,C[C@]12CC[C@]34C(=CC(=O)[C@H](O3)C(O4)(C)C)[C@@H]1CC[C@@H]5[C@@]2(C6=C(C5)C7=CC=CC=C7N6)C,No indication of carcinogenicity to humans (not listed by IARC).
14733839,CC1=C[C@@H]2[C@](CC1)([C@]3(C[C@H]([C@H]([C@@]34CO4)O2)OC(=O)C)C)CO,No indication of carcinogenicity to humans (not listed by IARC).
15238661,S=[Sn]=S,No indication of carcinogenicity to humans (not listed by IARC).
15279960,C[C@H]1/C=C/C=C/2\CO[C@H]3[C@@]2([C@@H](C=C([C@H]3O)C)C(=O)O[C@H]4C[C@@H](C/C=C(/[C@H]1O[C@H]5C[C@@H]([C@H]([C@@H](O5)C)O[C@H]6C[C@@H]([C@@H]([C@@H](O6)C)NC)OC)OC)\C)O[C@]7(C4)C=C[C@@H]([C@H](O7)C(C)C)C)O,Not listed by IARC.
15520661,[O-][Se](=O)[O-].[Ag+].[Ag+],"3, not classifiable as to its carcinogenicity to humans. (L135)"
15558383,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,"2A, probably carcinogenic to humans. (L135)"
15558498,COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C(=C1)O[C@@H]5[C@]4(C=CO5)O,"2B, possibly carcinogenic to humans. (L135)"
15558638,CC1=C(C(=O)CC1OC(=O)[C@@H]2[C@H](C2(C)C)C=C(C)C)CC=C,Not listed by IARC.
15559699,[C@@H]12[C@@H]([C@H]([C@@H]3[C@H]1O3)Cl)[C@]4(C(=C([C@@]2(C4(Cl)Cl)Cl)Cl)Cl)Cl,No indication of carcinogenicity (not listed by IARC). (L135)
15559782,C/C=C\1/C[C@@H]([C@@](C(=O)OCC2=CC[N+]3([C@H]2[C@@H](CC3)OC1=O)[O-])(CO)O)C,Not Available
15571694,CC1=C[C@@H]2[C@](CC1)([C@]3([C@@H]([C@H]([C@H]([C@@]34CO4)O2)O)OC(=O)C)C)COC(=O)C,No indication of carcinogenicity to humans (not listed by IARC).
15575641,CCCOC(=O)NCCCN(C)C.Cl,No indication of carcinogenicity to humans (not listed by IARC).
15575651,[CH3-].CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(/C(=C(/C7=NC(=CC8=N/C(=C(\C4=N5)/C)/C(C8(C)C)CCC(=O)N)C(C7(C)CC(=O)N)CCC(=O)N)\C)/[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[Co+3],"2B, possibly carcinogenic to humans. (L135)"
15811016,[CH-]1C=CC=C1.[CH-]1C=CC=C1.[Cr+2],No indication of carcinogenicity (not listed by IARC). (L135)
16007368,CCC1=C(C2=NC1=CC3=C(C(=C([N-]3)C=C4C(=C(C(=CC5=NC(=C2)C(=C5C)CC)[N-]4)C)CCC(=O)O)CCC(=O)O)C)C.[Co+2],"2B, possibly carcinogenic to humans. (L135)"
16051918,CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C6[C@@H](CC7=CC(=C(C=C7)O)O3)[N+](CCC6=CC(=C5O)OC)(C)C)OC.Cl.[Cl-],No indication of carcinogenicity to humans (not listed by IARC).
16051935,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O.CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O.OS(=O)(=O)O,No indication of carcinogenicity to humans (not listed by IARC).
16051948,COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O.COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O.OS(=O)(=O)O,No indication of carcinogenicity to humans (not listed by IARC).
16051953,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O.C([C@H]([C@H]([C@@H]([C@H]([C@H](C(=O)O)O)O)O)O)O)O,No indication of carcinogenicity to humans (not listed by IARC).
16051995,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C.C(C(C(=O)O)O)(C(=O)O)O,Not Available
16056828,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]\4([C@H]([C@@H]5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.O.[Co+2],"2B, possibly carcinogenic to humans. (L135)"
16086654,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC=C.[Na+],No indication of carcinogenicity to humans (not listed by IARC).
16126812,[Al+3].[P-3],"Not listed by IARC. IARC classified aluminum production as carcinogenic to humans (Group 1), but did not implicate aluminum itself as a human carcinogen. (L135) A link between use of aluminum-containing antiperspirants and increased risk of breast cancer has been proposed (A235), but studies have not been able to establish a clear link (A15468)."
16129627,CCC(C)C(C(=O)NCC(=O)NC(C)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)O)C(=O)NC(C(C)O)C(=O)NCC(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)NC(CO)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)NC(C(C)CC)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)N)NC(=O)CN,No indication of carcinogenicity to humans (not listed by IARC).
16129778,C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)OC[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)OC(=O)C4=CC(=C(C(=C4)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O,Group 3: Not classifiable as to its carcinogenicity to humans
16132435,CC(C)CC1C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)N1)CC(=O)O)CCCCN)NC(=O)C(C(C)C)NC(=O)C(CO)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C4CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N4)CCC(=O)O)CCCCN)CO)C(C)C)CO)NC(=O)C(CC(=O)O)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C6CCC(=O)N6)C(=O)NC(CCSC)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC7CSSCC(NC(=O)C(NC7=O)CCCNC(=N)N)C(=O)NC(CC8=CC=C(C=C8)O)C(=O)NC(CCC(=O)N)C(=O)O)CCCCN)CCCNC(=N)N)CC(=O)O)C(C)C)CC9=CC=CC=C9,No indication of carcinogenicity to humans (not listed by IARC).
16133648,CC[C@H](C)[C@@H](C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC2=CNC3=CC=CC=C32)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N)NC(=O)CN,No indication of carcinogenicity to humans (not listed by IARC).
16133797,C[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N3CCC[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N2)CC(=O)N)N)C(=O)N1)CC(C)C)C)[C@@H](C)O)CCC(=O)O)C)CCCCN)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC4=CNC=N4)C(=O)N)CCCNC(=N)N)CCCNC(=N)N,No indication of carcinogenicity to humans (not listed by IARC).
16204922,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)[O-].[Na+],No indication of carcinogenicity (not listed by IARC). (L135)
16211378,OS(=O)(=O)F.F[Sb](F)(F)(F)F,No indication of carcinogenicity (not listed by IARC). (L135)
16212360,C(C(=O)[O-])F.[Na+],No indication of carcinogenicity to humans (not listed by IARC).
16212386,C=O.C1=CC=C(C=C1)N=C=O,Group 3: Not classifiable as to its carcinogenicity to humans
16213780,[O-][Mo](=O)(=O)[O-].[Zn+2],No indication of carcinogenicity to humans (not listed by IARC).
16218504,C1=C(NC(=O)NC1=O)C(=O)O.O,No indication of carcinogenicity to humans (not listed by IARC).
16219709,C[C@H]1/C=C/C=C/CC/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H]([C@@H](CC[C@H](C[C@H](C[C@H](CC(=O)O[C@H]([C@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,No indication of carcinogenicity to humans (not listed by IARC).
16401314,CC(=O)O[C@@]12[C@@H]3[C@@H](C[C@@]([C@@H]3OC(=O)C4=CC=CC=C4)([C@H]([C@@H]1O)OC)O)[C@]56[C@H](C[C@H]([C@@]7([C@H]5[C@H]([C@H]2[C@H]6N(C7)C)OC)COC)O)OC,No indication of carcinogenicity to humans (not listed by IARC).
16403316,CC1=C(C(=O)C[C@H]1OC(=O)C2C(C2(C)C)C=C(C)C)CC=C,No indication of carcinogenicity to humans (not listed by IARC).
16682730,CC(=O)O[Hg]C1=CC=CC=C1,No indication of carcinogenicity (not listed by IARC). (L135)
16682738,CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCCCC,No indication of carcinogenicity to humans (not listed by IARC).
16682740,CCCC[Sn](CCCC)(OC(=O)C)OC(=O)C,No indication of carcinogenicity to humans (not listed by IARC).
16682746,CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,No indication of carcinogenicity to humans (not listed by IARC).
16682804,CC(=O)O[Sn](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,No indication of carcinogenicity to humans (not listed by IARC).
16682828,CCCC[Sn](CCCC)(CCCC)OC(=O)C(=C)C,No indication of carcinogenicity to humans (not listed by IARC).
16682924,C1=CC=C(C=C1)[Hg]O[N+](=O)[O-],Ingested nitrate or nitrite under conditions that result in endogenous nitrosation is probably carcinogenic to humans (Group 2A). (L135)
16682925,C[Al](C)C,"Not listed by IARC. IARC classified aluminum production as carcinogenic to humans (Group 1), but did not implicate aluminum itself as a human carcinogen. (L135) A link between use of aluminum-containing antiperspirants and increased risk of breast cancer has been proposed (A235), but studies have not been able to establish a clear link (A15468)."
16682930,CC[Al](CC)CC,"Not listed by IARC. IARC classified aluminum production as carcinogenic to humans (Group 1), but did not implicate aluminum itself as a human carcinogen. (L135) A link between use of aluminum-containing antiperspirants and increased risk of breast cancer has been proposed (A235), but studies have not been able to establish a clear link (A15468)."
16682931,CC(C)C[Al](CC(C)C)CC(C)C,"Not listed by IARC. IARC classified aluminum production as carcinogenic to humans (Group 1), but did not implicate aluminum itself as a human carcinogen. (L135) A link between use of aluminum-containing antiperspirants and increased risk of breast cancer has been proposed (A235), but studies have not been able to establish a clear link (A15468)."
16682936,CC(=O)O[Hg]CCOC,No indication of carcinogenicity (not listed by IARC). (L135)
16682938,CCCCCCCCCCCCCCCCCC(=O)O[Al]OC(=O)CCCCCCCCCCCCCCCCC.O,"Not listed by IARC. IARC classified aluminum production as carcinogenic to humans (Group 1), but did not implicate aluminum itself as a human carcinogen. (L135) A link between use of aluminum-containing antiperspirants and increased risk of breast cancer has been proposed (A235), but studies have not been able to establish a clear link (A15468)."
16682942,C[Hg]/N=C(\N)/NC#N,"2B, possibly carcinogenic to humans. (L135)"
16682948,CCCCCCCC[Al](CCCCCCCC)CCCCCCCC,"Not listed by IARC. IARC classified aluminum production as carcinogenic to humans (Group 1), but did not implicate aluminum itself as a human carcinogen. (L135) A link between use of aluminum-containing antiperspirants and increased risk of breast cancer has been proposed (A235), but studies have not been able to establish a clear link (A15468)."
16682950,CCCC[Al](CCCC)CCCC,"Not listed by IARC. IARC classified aluminum production as carcinogenic to humans (Group 1), but did not implicate aluminum itself as a human carcinogen. (L135) A link between use of aluminum-containing antiperspirants and increased risk of breast cancer has been proposed (A235), but studies have not been able to establish a clear link (A15468)."
16682951,CCCCCC[Al](CCCCCC)CCCCCC,"Not listed by IARC. IARC classified aluminum production as carcinogenic to humans (Group 1), but did not implicate aluminum itself as a human carcinogen. (L135) A link between use of aluminum-containing antiperspirants and increased risk of breast cancer has been proposed (A235), but studies have not been able to establish a clear link (A15468)."
16682961,CCCCCCCCCCCCCCCCCCCC[Al](CCCCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCCCC,"Not listed by IARC. IARC classified aluminum production as carcinogenic to humans (Group 1), but did not implicate aluminum itself as a human carcinogen. (L135) A link between use of aluminum-containing antiperspirants and increased risk of breast cancer has been proposed (A235), but studies have not been able to establish a clear link (A15468)."
16682962,CCCCCCCCCCCCCC[Al](CCCCCCCCCCCCCC)CCCCCCCCCCCCCC,"Not listed by IARC. IARC classified aluminum production as carcinogenic to humans (Group 1), but did not implicate aluminum itself as a human carcinogen. (L135) A link between use of aluminum-containing antiperspirants and increased risk of breast cancer has been proposed (A235), but studies have not been able to establish a clear link (A15468)."
